TIMESTAMP,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,MAGX,MAGY,MAGZ,UID
167127452429,-2.0080,-1.4637,0.2700,,,,,,,PP
167127452431,-1.2903,-0.9246,0.0491,,,,,,,PP
167127452432,-1.8273,-1.4540,0.4606,,,,,,,PP
167127452434,-1.3005,-0.9231,0.2200,,,,,,,PP
167127452435,-1.9639,-1.4256,0.4067,,,,,,,PP
167127452437,-1.3564,-0.9001,0.2590,,,,,,,PP
167127452438,-2.1582,-1.2590,0.3867,,,,,,,PP
167127452439,-1.4512,-0.8169,0.2756,,,,,,,PP
167127452441,-2.2060,-1.2454,0.4842,,,,,,,PP
167127452442,-1.5596,-0.8203,0.3215,,,,,,,PP
167127452444,-2.5295,-1.1725,0.5120,,,,,,,PP
167127452445,-1.8362,-0.9028,0.3357,,,,,,,PP
167127452447,-1.7463,-0.9592,0.4167,,,,,,,PP
167127452448,-1.8113,-0.9675,0.3616,,,,,,,PP
167127452449,-1.9622,-1.0212,0.4275,,,,,,,PP
167127452450,-2.7300,-1.7792,1.4308,,,,,,,PP
167127452451,-1.8572,-1.6992,0.8428,,,,,,,PP
167127452453,-2.6016,-2.6337,1.5046,,,,,,,PP
167127452454,-2.0674,-1.5461,0.8828,,,,,,,PP
167127452456,-3.1694,-2.0797,0.9719,,,,,,,PP
167127452457,-2.3042,-0.9666,0.8694,,,,,,,PP
167127452459,-3.6179,-1.4515,1.2922,,,,,,,PP
167127452460,-2.3191,-0.8176,0.7852,,,,,,,PP
167127452461,-2.2268,-0.8191,0.7625,,,,,,,PP
167127452462,-2.1455,-0.8296,0.7034,,,,,,,PP
167127452463,-2.0886,-0.8418,0.6294,,,,,,,PP
167127452465,-3.0652,-1.3864,0.7695,,,,,,,PP
167127452466,-1.9973,-1.0061,0.3455,,,,,,,PP
167127452468,-2.8790,-1.5701,0.5347,,,,,,,PP
167127452469,-1.8262,-1.1377,0.1431,,,,,,,PP
167127452470,-1.4795,-1.0347,0.0679,,,,,,,PP
167127452472,-2.5814,-1.9706,0.4496,,,,,,,PP
167127452473,-1.3364,-1.2595,0.3438,,,,,,,PP
167127452474,-1.1968,-1.3484,0.2251,,,,,,,PP
167127452475,-1.1753,-1.2932,0.5789,,,,,,,PP
167127452476,-1.4490,-1.3049,0.2156,,,,,,,PP
167127452477,-1.3586,-1.2219,0.2166,,,,,,,PP
167127452478,-1.0977,-1.0376,0.2056,,,,,,,PP
167127452479,-1.0408,-0.8906,0.1575,,,,,,,PP
167127452480,-1.1394,-0.8472,0.1665,,,,,,,PP
167127452481,-1.2339,-0.8960,0.2190,,,,,,,PP
167127452482,-1.2703,-0.9404,0.1997,,,,,,,PP
167127452483,-1.3191,-0.9775,0.2686,,,,,,,PP
167127452484,-1.3574,-0.9099,0.2981,,,,,,,PP
167127452485,-1.4312,-0.8313,0.2676,,,,,,,PP
167127452487,-2.4387,-1.1925,0.3965,,,,,,,PP
167127452489,-2.8057,-1.1986,0.4889,,,,,,,PP
167127452490,-1.7449,-0.7981,0.4360,,,,,,,PP
167127452491,-1.7976,-0.8132,0.3577,,,,,,,PP
